order_item_id,order_id,product_id,quantity_ordered,quantity_fulfilled,pct_fulfilled
2892,7571,70,22,22,1.0
2893,3799,72,23,23,1.0
2894,6637,65,13,13,1.0
2895,3023,1,39,39,1.0
2896,3054,61,18,18,1.0
2897,7081,1,24,24,1.0
2898,6482,3,4,4,1.0
2899,479,42,28,28,1.0
2900,3233,11,43,43,1.0
2901,7366,90,37,37,1.0
2902,9703,6,34,34,1.0
2903,7038,23,40,40,1.0
2904,6371,68,22,22,1.0
2905,73,63,33,33,1.0
2906,3520,40,50,50,1.0
2907,3372,44,43,43,1.0
2908,4561,88,9,9,1.0
2909,1026,11,39,39,1.0
2910,9460,20,17,16,0.9412
2911,1668,3,35,35,1.0
2912,8797,19,27,27,1.0
2913,3064,88,16,16,1.0
2914,5994,21,4,4,1.0
2915,5341,94,39,39,1.0
2916,3229,91,37,37,1.0
2917,7497,84,47,47,1.0
2918,1868,97,30,30,1.0
2919,4299,1,46,46,1.0
2920,8020,11,10,10,1.0
2921,8647,93,34,34,1.0
2922,5135,63,22,22,1.0
2923,9781,47,21,21,1.0
2924,6368,39,45,45,1.0
2925,6432,47,41,41,1.0
2926,9618,35,18,18,1.0
2927,1872,9,8,8,1.0
2928,5701,51,29,29,1.0
2929,5767,36,38,38,1.0
2930,7502,68,14,14,1.0
2931,2827,64,45,29,0.6444
2932,4874,80,50,34,0.68
2933,9670,18,40,40,1.0
2934,1389,85,20,20,1.0
2935,2195,90,15,15,1.0
2936,5132,9,6,6,1.0
2937,1932,8,20,20,1.0
2938,3909,35,37,37,1.0
2939,5004,52,46,46,1.0
2940,1917,54,8,8,1.0
2941,3000,17,17,17,1.0
2942,6117,60,11,11,1.0
2943,2317,41,5,5,1.0
2944,8370,84,23,23,1.0
2945,6365,95,17,17,1.0
2946,6853,3,20,20,1.0
2947,9772,100,47,14,0.2979
2948,2259,13,3,2,0.6667
2949,9418,46,38,38,1.0
2950,6287,22,26,26,1.0
2951,6932,52,30,30,1.0
2952,3044,88,25,25,1.0
2953,7974,88,10,10,1.0
2954,8805,74,20,9,0.45
2955,2839,58,10,10,1.0
2956,9092,33,36,36,1.0
2957,2734,36,24,24,1.0
2958,8023,22,32,32,1.0
2959,4733,7,17,17,1.0
2960,2299,30,3,3,1.0
2961,3066,93,20,20,1.0
2962,5155,51,2,2,1.0
2963,7390,8,50,50,1.0
2964,879,62,24,24,1.0
2965,5883,69,11,11,1.0
2966,158,99,48,48,1.0
2967,7940,44,43,43,1.0
2968,2237,38,45,24,0.5333
2969,3197,95,32,16,0.5
2970,6291,70,41,41,1.0
2971,9201,25,45,45,1.0
2972,8282,26,30,30,1.0
2973,8110,2,2,2,1.0
2974,6704,74,13,13,1.0
2975,8057,48,24,24,1.0
2976,6810,65,17,17,1.0
2977,7273,64,30,7,0.2333
2978,8007,19,28,28,1.0
2979,2741,31,25,25,1.0
2980,1355,89,15,15,1.0
2981,9264,72,4,4,1.0
2982,506,28,29,29,1.0
2983,3614,51,43,43,1.0
2984,4786,69,29,29,1.0
2985,536,91,37,37,1.0
2986,4504,83,39,25,0.641
2987,3684,2,32,32,1.0
2988,8809,55,21,21,1.0
2989,4730,7,5,5,1.0
2990,2756,12,43,43,1.0
2991,7493,34,42,42,1.0
2992,9268,43,1,1,1.0
2993,8116,58,38,38,1.0
2994,9007,77,2,2,1.0
2995,8370,20,26,26,1.0
2996,1855,30,46,46,1.0
2997,9384,18,42,3,0.0714
2998,1872,52,23,23,1.0
2999,4390,63,50,50,1.0
3000,8899,10,7,7,1.0
3001,6011,35,40,40,1.0
3002,8881,95,19,19,1.0
3003,682,85,2,2,1.0
3004,7232,69,32,32,1.0
3005,8952,44,11,11,1.0
3006,3581,65,15,11,0.7333
3007,6966,91,18,18,1.0
3008,1678,13,27,27,1.0
3009,4056,80,7,7,1.0
3010,4878,82,24,24,1.0
3011,529,59,47,47,1.0
3012,7369,1,3,2,0.6667
3013,4306,13,18,18,1.0
3014,5712,47,8,8,1.0
3015,1426,6,46,46,1.0
3016,7194,93,48,48,1.0
3017,1924,14,5,5,1.0
3018,3883,73,32,27,0.8438
3019,3439,56,4,4,1.0
3020,9633,64,33,33,1.0
3021,5745,78,10,10,1.0
3022,9999,62,37,37,1.0
3023,7016,86,10,10,1.0
3024,2720,17,9,9,1.0
3025,2282,4,4,4,1.0
3026,3386,80,38,38,1.0
3027,3391,17,10,10,1.0
3028,973,45,21,21,1.0
3029,9341,10,6,6,1.0
3030,5748,74,49,49,1.0
3031,8721,17,45,45,1.0
3032,4606,6,14,14,1.0
3033,9779,16,40,13,0.325
3034,8828,72,2,1,0.5
3035,2759,20,1,1,1.0
3036,5303,71,12,12,1.0
3037,4795,93,38,38,1.0
3038,4741,93,45,45,1.0
3039,9384,46,23,23,1.0
3040,4381,17,3,3,1.0
3041,8429,31,5,5,1.0
3042,1561,30,48,48,1.0
3043,2222,91,6,6,1.0
3044,6744,20,20,20,1.0
3045,972,73,29,29,1.0
3046,4544,58,17,17,1.0
3047,2079,1,44,44,1.0
3048,2175,35,29,29,1.0
3049,4091,74,12,12,1.0
3050,2397,83,40,40,1.0
3051,5278,26,37,37,1.0
3052,4056,97,4,4,1.0
3053,6435,62,46,46,1.0
3054,8020,75,23,23,1.0
3055,2330,44,24,24,1.0
3056,9461,65,21,21,1.0
3057,4403,21,9,9,1.0
3058,6787,76,16,16,1.0
3059,6147,14,31,31,1.0
3060,7406,44,33,33,1.0
3061,1238,69,13,13,1.0
3062,1526,81,45,45,1.0
3063,6601,48,40,40,1.0
3064,8448,42,2,2,1.0
3065,4559,16,17,17,1.0
3066,6047,10,40,40,1.0
3067,7450,55,32,32,1.0
3068,7997,28,23,23,1.0
3069,5363,78,31,31,1.0
3070,9535,83,45,45,1.0
3071,41,57,50,50,1.0
3072,1527,11,19,19,1.0
3073,7512,37,21,21,1.0
3074,5870,77,25,25,1.0
3075,1038,22,35,35,1.0
3076,8757,3,19,19,1.0
3077,6517,60,19,19,1.0
3078,3569,43,9,9,1.0
3079,7040,59,25,25,1.0
3080,3471,39,15,15,1.0
3081,8106,90,13,13,1.0
3082,4400,15,14,14,1.0
3083,5290,40,16,16,1.0
3084,4647,24,50,50,1.0
3085,5534,39,41,41,1.0
3086,8968,72,36,36,1.0
3087,9469,60,35,35,1.0
3088,2140,31,20,20,1.0
3089,9276,75,47,47,1.0
3090,7952,53,27,27,1.0
3091,5632,21,22,22,1.0
3092,794,50,5,5,1.0
3093,753,17,37,37,1.0
3094,1632,45,3,3,1.0
3095,7530,77,14,14,1.0
3096,267,11,46,46,1.0
3097,2036,67,19,19,1.0
3098,2589,70,36,36,1.0
3099,7231,31,13,13,1.0
3100,7480,89,4,0,0.0
3101,12,9,36,36,1.0
3102,7010,23,9,9,1.0
3103,3315,39,19,19,1.0
3104,2162,84,6,5,0.8333
3105,4946,74,14,14,1.0
3106,2605,61,3,3,1.0
3107,4490,94,8,8,1.0
3108,1530,58,28,28,1.0
3109,5906,31,4,4,1.0
3110,4103,98,26,8,0.3077
3111,1351,83,43,43,1.0
3112,6093,56,50,50,1.0
3113,2712,91,17,17,1.0
3114,849,60,43,43,1.0
3115,6494,62,48,48,1.0
3116,5006,22,17,17,1.0
3117,3837,97,38,38,1.0
3118,7033,34,3,3,1.0
3119,1495,39,13,13,1.0
3120,1560,25,24,24,1.0
3121,18,82,41,41,1.0
3122,3497,40,48,48,1.0
3123,7813,26,37,37,1.0
3124,1277,81,16,8,0.5
3125,2175,44,19,19,1.0
3126,9727,39,8,8,1.0
3127,3706,80,32,32,1.0
3128,8511,60,44,8,0.1818
3129,7292,67,31,14,0.4516
3130,153,64,48,48,1.0
3131,133,22,41,41,1.0
3132,5630,78,13,13,1.0
3133,1976,49,14,14,1.0
3134,6920,47,19,19,1.0
3135,2166,61,46,46,1.0
3136,7827,15,44,44,1.0
3137,1161,44,42,42,1.0
3138,3752,52,15,15,1.0
3139,6277,97,49,49,1.0
3140,1464,92,46,46,1.0
3141,1679,40,41,41,1.0
3142,1691,29,3,3,1.0
3143,5134,67,49,49,1.0
3144,6023,87,46,46,1.0
3145,4903,83,30,30,1.0
3146,2247,6,8,8,1.0
3147,6271,21,36,36,1.0
3148,2182,79,47,16,0.3404
3149,2341,74,10,10,1.0
3150,1121,7,7,7,1.0
3151,8692,98,41,41,1.0
3152,9229,29,35,35,1.0
3153,139,35,11,11,1.0
3154,10000,69,6,6,1.0
3155,2689,83,25,25,1.0
3156,7211,3,43,43,1.0
3157,5754,83,2,2,1.0
3158,3491,38,28,28,1.0
3159,2481,17,43,43,1.0
3160,6746,38,13,13,1.0
3161,7249,61,37,37,1.0
3162,3560,75,11,11,1.0
3163,1421,54,15,15,1.0
3164,1647,7,5,5,1.0
3165,2294,81,34,33,0.9706
3166,2018,4,25,25,1.0
3167,9660,93,30,30,1.0
3168,6292,7,41,41,1.0
3169,5760,73,43,43,1.0
3170,7036,37,34,34,1.0
3171,5153,2,8,8,1.0
3172,2291,77,44,44,1.0
3173,4060,9,6,6,1.0
3174,4538,54,43,43,1.0
3175,1381,90,2,2,1.0
3176,4066,46,35,35,1.0
3177,9067,62,4,4,1.0
3178,9847,30,10,10,1.0
3179,9831,62,16,16,1.0
3180,9955,54,35,35,1.0
3181,4669,17,36,36,1.0
3182,440,37,16,16,1.0
3183,4943,22,26,26,1.0
3184,3367,52,37,37,1.0
3185,8483,49,44,44,1.0
3186,9944,89,31,31,1.0
3187,8349,100,1,1,1.0
3188,3091,89,50,50,1.0
3189,6419,18,44,44,1.0
3190,4843,17,9,9,1.0
3191,895,47,43,43,1.0
3192,3922,34,23,23,1.0
3193,8109,77,29,29,1.0
3194,6323,20,39,39,1.0
3195,1848,5,21,21,1.0
3196,3950,29,16,16,1.0
3197,8186,53,23,9,0.3913
3198,9731,77,28,28,1.0
3199,1164,30,20,20,1.0
3200,8656,7,18,18,1.0
3201,198,77,43,43,1.0
3202,5917,98,5,5,1.0
3203,5186,11,5,5,1.0
3204,2163,92,39,39,1.0
3205,6338,35,42,42,1.0
3206,9313,81,44,44,1.0
3207,6896,8,13,13,1.0
3208,5987,13,23,23,1.0
3209,8952,87,19,19,1.0
3210,2831,43,50,50,1.0
3211,7718,19,29,29,1.0
3212,1196,60,45,45,1.0
3213,274,31,12,12,1.0
3214,9624,14,34,31,0.9118
3215,1107,91,26,26,1.0
3216,226,15,16,16,1.0
3217,4296,97,38,38,1.0
3218,3535,59,37,37,1.0
3219,653,24,45,45,1.0
3220,991,24,26,26,1.0
3221,6521,51,11,11,1.0
3222,8301,40,20,20,1.0
3223,4694,9,2,2,1.0
3224,8210,34,43,43,1.0
3225,6807,63,11,11,1.0
3226,6940,43,15,15,1.0
3227,6591,54,33,33,1.0
3228,1351,74,45,45,1.0
3229,8792,2,17,17,1.0
3230,8809,2,40,40,1.0
3231,2502,82,10,10,1.0
3232,4547,9,4,4,1.0
3233,1370,67,15,15,1.0
3234,5078,35,5,5,1.0
3235,1295,17,31,31,1.0
3236,8378,79,41,41,1.0
3237,3330,29,23,23,1.0
3238,2546,28,40,40,1.0
3239,8789,43,5,5,1.0
3240,5354,79,17,17,1.0
3241,6402,68,21,21,1.0
3242,9609,95,1,1,1.0
3243,1084,35,39,39,1.0
3244,5082,58,3,3,1.0
3245,7168,40,39,39,1.0
3246,3910,21,42,42,1.0
3247,949,21,2,2,1.0
3248,4006,74,42,42,1.0
3249,1413,69,13,13,1.0
3250,7119,82,40,40,1.0
3251,1901,32,44,44,1.0
3252,7429,98,24,24,1.0
3253,9976,83,50,50,1.0
3254,902,98,31,11,0.3548
3255,5068,42,9,9,1.0
3256,2878,79,34,34,1.0
3257,1957,54,25,25,1.0
3258,208,88,40,40,1.0
3259,2249,54,16,16,1.0
3260,186,89,40,40,1.0
3261,2685,62,22,22,1.0
3262,8134,62,16,2,0.125
3263,5681,11,37,37,1.0
3264,8569,46,41,41,1.0
3265,8475,32,6,6,1.0
3266,4248,77,2,2,1.0
3267,2736,3,25,25,1.0
3268,6093,22,46,34,0.7391
3269,2080,22,31,31,1.0
3270,4404,56,15,15,1.0
3271,1935,99,15,15,1.0
3272,481,21,14,14,1.0
3273,5489,95,34,34,1.0
3274,7035,39,12,12,1.0
3275,4457,60,29,20,0.6897
3276,8583,94,25,25,1.0
3277,1047,100,21,21,1.0
3278,4309,31,14,14,1.0
3279,9448,52,49,49,1.0
3280,1263,42,19,19,1.0
3281,8129,2,35,35,1.0
3282,7458,6,43,43,1.0
3283,8369,93,4,4,1.0
3284,5901,26,12,12,1.0
3285,909,19,45,45,1.0
3286,8186,78,20,20,1.0
3287,9288,73,37,37,1.0
3288,2735,3,25,25,1.0
3289,6025,74,26,26,1.0
3290,2578,5,34,34,1.0
3291,4180,91,40,40,1.0
3292,1686,82,37,37,1.0
3293,9403,8,46,46,1.0
3294,1890,56,11,11,1.0
3295,3743,39,16,16,1.0
3296,8337,59,36,36,1.0
3297,43,53,24,24,1.0
3298,722,9,36,36,1.0
3299,202,83,23,23,1.0
3300,4007,40,47,47,1.0
3301,754,39,22,22,1.0
3302,7730,19,48,48,1.0
3303,5964,58,12,12,1.0
3304,6275,65,2,2,1.0
3305,2459,63,5,1,0.2
3306,2933,32,1,1,1.0
3307,580,95,44,44,1.0
3308,9059,91,8,8,1.0
3309,6871,42,41,41,1.0
3310,3679,41,45,45,1.0
3311,5273,34,45,45,1.0
3312,4068,85,44,44,1.0
3313,6820,7,24,24,1.0
3314,5242,92,44,44,1.0
3315,4445,37,20,20,1.0
3316,1277,23,20,20,1.0
3317,9365,83,50,50,1.0
3318,6109,32,20,15,0.75
3319,1957,16,36,36,1.0
3320,8226,52,20,20,1.0
3321,863,80,32,32,1.0
3322,2939,64,39,39,1.0
3323,3657,77,10,10,1.0
3324,8451,19,1,1,1.0
3325,753,93,29,29,1.0
3326,6569,91,18,18,1.0
3327,1130,96,4,4,1.0
3328,7621,8,24,24,1.0
3329,4626,95,7,7,1.0
3330,5091,56,47,47,1.0
3331,5363,57,45,45,1.0
3332,1416,47,36,36,1.0
3333,9062,35,30,30,1.0
3334,7484,74,1,1,1.0
3335,131,29,13,13,1.0
3336,6045,80,44,44,1.0
3337,3288,26,9,9,1.0
3338,4778,40,11,11,1.0
3339,9238,30,7,7,1.0
3340,4980,88,47,19,0.4043
3341,3975,74,42,42,1.0
3342,7601,52,29,29,1.0
3343,6034,76,30,30,1.0
3344,9695,3,22,22,1.0
3345,8084,36,40,40,1.0
3346,3202,41,40,40,1.0
3347,8955,28,4,4,1.0
3348,4017,95,9,9,1.0
3349,2467,100,23,20,0.8696
3350,105,86,50,50,1.0
3351,6719,76,17,17,1.0
3352,392,24,48,48,1.0
3353,3818,89,41,41,1.0
3354,8873,45,39,39,1.0
3355,5676,23,34,34,1.0
3356,158,66,16,16,1.0
3357,5489,61,37,37,1.0
3358,24,72,5,5,1.0
3359,6165,89,2,2,1.0
3360,5039,29,14,14,1.0
3361,1704,43,12,12,1.0
3362,3362,59,1,1,1.0
3363,8681,26,45,45,1.0
3364,3903,32,18,18,1.0
3365,6879,66,7,7,1.0
3366,8062,13,47,3,0.0638
3367,982,29,4,4,1.0
3368,2333,32,15,15,1.0
3369,4585,3,41,41,1.0
3370,1525,62,32,32,1.0
3371,720,30,9,9,1.0
3372,3793,36,33,33,1.0
3373,8516,44,49,49,1.0
3374,6768,32,5,5,1.0
3375,6103,81,4,4,1.0
3376,7512,87,10,10,1.0
3377,1392,27,49,4,0.0816
3378,9516,7,39,39,1.0
3379,1566,24,30,4,0.1333
3380,8281,30,12,12,1.0
3381,2188,55,39,39,1.0
3382,6462,40,22,22,1.0
3383,1227,13,29,29,1.0
3384,9698,23,21,21,1.0
3385,9304,20,23,23,1.0
3386,1021,38,8,8,1.0
3387,7127,98,10,10,1.0
3388,2142,61,28,28,1.0
3389,3880,33,14,14,1.0
3390,4779,3,30,30,1.0
3391,4277,82,4,4,1.0
3392,5162,73,42,42,1.0
3393,6439,69,4,4,1.0
3394,5346,48,32,32,1.0
3395,5212,25,49,49,1.0
3396,7418,92,39,39,1.0
3397,4456,59,28,28,1.0
3398,3828,21,50,50,1.0
3399,1224,8,42,42,1.0
3400,3322,31,48,48,1.0
3401,2231,30,14,14,1.0
3402,9580,45,14,14,1.0
3403,1786,6,45,45,1.0
3404,2547,42,2,2,1.0
3405,1732,10,12,12,1.0
3406,2694,52,11,11,1.0
3407,7366,7,23,23,1.0
3408,7636,17,7,7,1.0
3409,5146,32,30,30,1.0
3410,6661,17,25,25,1.0
3411,1979,42,28,28,1.0
3412,8781,13,28,28,1.0
3413,5871,4,35,35,1.0
3414,3402,63,40,40,1.0
3415,7405,91,40,40,1.0
3416,5052,12,12,12,1.0
3417,7592,47,8,8,1.0
3418,4342,46,11,11,1.0
3419,1965,42,32,32,1.0
3420,1482,69,19,19,1.0
3421,2583,64,27,18,0.6667
3422,4985,7,11,11,1.0
3423,9885,76,7,7,1.0
3424,661,35,14,14,1.0
3425,3523,82,14,14,1.0
3426,5371,90,20,20,1.0
3427,2431,7,24,24,1.0
3428,1495,35,37,37,1.0
3429,4067,20,46,46,1.0
3430,5829,20,23,23,1.0
3431,6493,83,36,36,1.0
3432,8413,88,12,12,1.0
3433,803,87,41,41,1.0
3434,4897,39,40,40,1.0
3435,4263,44,24,24,1.0
3436,2849,51,26,26,1.0
3437,510,40,23,23,1.0
3438,6626,10,26,26,1.0
3439,7409,11,11,11,1.0
3440,9109,76,5,5,1.0
3441,9014,80,38,6,0.1579
3442,4094,21,11,11,1.0
3443,1552,48,39,39,1.0
3444,7571,48,47,47,1.0
3445,1670,12,21,21,1.0
3446,2291,17,39,39,1.0
3447,1990,42,3,3,1.0
3448,196,30,38,37,0.9737
3449,1011,66,47,47,1.0
3450,3642,5,37,37,1.0
3451,2142,63,20,20,1.0
3452,3247,99,20,20,1.0
3453,6564,67,5,5,1.0
3454,6099,10,49,9,0.1837
3455,1377,76,20,20,1.0
3456,9541,12,32,3,0.0938
3457,9603,32,24,24,1.0
3458,4241,94,14,14,1.0
3459,1229,45,49,49,1.0
3460,358,3,29,29,1.0
3461,1057,45,28,28,1.0
3462,3240,92,13,13,1.0
3463,7266,96,49,49,1.0
3464,2111,29,29,29,1.0
3465,1507,94,49,49,1.0
3466,5433,89,36,36,1.0
3467,2008,40,46,46,1.0
3468,700,79,12,12,1.0
3469,7553,33,23,23,1.0
3470,830,98,27,27,1.0
3471,2753,9,19,19,1.0
3472,9403,79,50,50,1.0
3473,7097,92,33,33,1.0
3474,6472,61,23,23,1.0
3475,8129,15,35,35,1.0
3476,484,43,28,28,1.0
3477,6271,89,20,20,1.0
3478,6991,64,32,32,1.0
3479,2832,97,28,28,1.0
3480,5800,41,27,27,1.0
3481,3518,46,38,38,1.0
3482,3067,64,23,23,1.0
3483,4506,16,43,43,1.0
3484,4586,51,21,21,1.0
3485,7308,56,44,44,1.0
3486,2436,30,32,29,0.9062
3487,568,23,32,32,1.0
3488,4027,66,47,47,1.0
3489,4836,81,1,1,1.0
3490,8174,84,21,21,1.0
3491,6751,17,8,8,1.0
3492,9023,36,36,10,0.2778
3493,7849,53,27,27,1.0
3494,1000,32,24,24,1.0
3495,1438,3,4,4,1.0
3496,4584,56,26,26,1.0
3497,6276,16,30,30,1.0
3498,2249,96,39,39,1.0
3499,6869,53,47,47,1.0
3500,3268,18,50,50,1.0
3501,8615,10,38,0,0.0
3502,4083,86,27,27,1.0
3503,8908,86,18,18,1.0
3504,320,69,22,22,1.0
3505,6267,85,5,5,1.0
3506,5884,47,7,7,1.0
3507,7860,92,24,24,1.0
3508,8922,56,38,38,1.0
3509,7941,31,42,8,0.1905
3510,5637,41,1,1,1.0
3511,9268,17,21,7,0.3333
3512,8232,2,40,27,0.675
3513,5270,100,9,9,1.0
3514,6364,1,22,22,1.0
3515,4431,59,27,27,1.0
3516,2947,56,33,33,1.0
3517,428,10,30,30,1.0
3518,5225,41,1,1,1.0
3519,9784,6,20,20,1.0
3520,3589,38,11,11,1.0
3521,481,20,28,28,1.0
3522,4603,8,17,17,1.0
3523,960,41,25,25,1.0
3524,7729,78,40,40,1.0
3525,8675,72,32,32,1.0
3526,5857,85,40,40,1.0
3527,9569,50,23,23,1.0
3528,3814,65,3,3,1.0
3529,2616,46,47,47,1.0
3530,1641,86,35,35,1.0
3531,4061,84,4,4,1.0
3532,3952,54,50,50,1.0
3533,4367,77,20,20,1.0
3534,8744,58,45,45,1.0
3535,917,59,26,26,1.0
3536,3595,10,27,27,1.0
3537,9433,40,1,1,1.0
3538,6364,25,45,45,1.0
3539,5814,88,41,41,1.0
3540,2847,28,25,25,1.0
3541,2886,89,15,15,1.0
3542,3876,55,33,33,1.0
3543,9708,4,46,46,1.0
3544,5211,65,12,12,1.0
3545,5879,6,33,33,1.0
3546,9693,96,24,24,1.0
3547,463,98,3,3,1.0
3548,5762,76,46,46,1.0
3549,9301,5,19,19,1.0
3550,9235,14,7,7,1.0
3551,2329,6,27,27,1.0
3552,9226,11,10,10,1.0
3553,3085,37,49,49,1.0
3554,8065,98,30,30,1.0
3555,8883,97,22,22,1.0
3556,5064,54,1,1,1.0
3557,2877,94,41,41,1.0
3558,8036,13,41,41,1.0
3559,622,7,11,11,1.0
3560,1479,94,2,2,1.0
3561,921,28,41,41,1.0
3562,3812,77,40,40,1.0
3563,9858,20,11,11,1.0
3564,3585,63,12,12,1.0
3565,327,66,22,22,1.0
3566,8626,68,12,1,0.0833
3567,7832,65,8,8,1.0
3568,12,72,12,12,1.0
3569,5436,13,50,50,1.0
3570,3301,69,50,50,1.0
3571,2138,77,15,13,0.8667
3572,5583,27,36,36,1.0
3573,2908,5,1,1,1.0
3574,5302,36,12,12,1.0
3575,976,51,38,38,1.0
3576,360,85,44,44,1.0
3577,2421,15,47,47,1.0
3578,9612,50,19,19,1.0
3579,2321,32,17,17,1.0
3580,1818,72,45,45,1.0
3581,8623,67,25,0,0.0
3582,5979,15,9,9,1.0
3583,1189,53,32,32,1.0
3584,6121,66,25,25,1.0
3585,6482,61,16,16,1.0
3586,9602,91,21,21,1.0
3587,1656,69,47,5,0.1064
3588,5515,94,7,7,1.0
3589,4945,46,19,7,0.3684
3590,5286,12,33,33,1.0
3591,2236,68,30,30,1.0
3592,2581,88,17,17,1.0
3593,7158,46,38,38,1.0
3594,7983,54,31,31,1.0
3595,5199,77,41,41,1.0
3596,2855,6,6,1,0.1667
3597,9208,45,21,21,1.0
3598,5847,81,43,43,1.0
3599,3658,5,7,0,0.0
3600,9650,85,9,4,0.4444
3601,2873,76,44,44,1.0
3602,6200,49,39,39,1.0
3603,5027,43,22,22,1.0
3604,4826,52,18,18,1.0
3605,2087,98,24,24,1.0
3606,2912,72,49,34,0.6939
3607,30,69,36,36,1.0
3608,9386,98,39,39,1.0
3609,6416,21,16,16,1.0
3610,9298,49,47,47,1.0
3611,531,62,35,35,1.0
3612,2984,23,21,21,1.0
3613,9870,68,15,15,1.0
3614,5214,5,41,41,1.0
3615,3620,2,15,15,1.0
3616,9266,62,22,22,1.0
3617,1706,20,33,33,1.0
3618,8130,92,43,43,1.0
3619,2305,63,19,19,1.0
3620,5426,21,37,37,1.0
3621,1275,1,39,39,1.0
3622,3900,93,41,41,1.0
3623,5683,82,39,39,1.0
3624,5235,71,44,44,1.0
3625,2751,15,40,15,0.375
3626,1454,87,49,49,1.0
3627,5501,86,5,5,1.0
3628,7318,38,28,28,1.0
3629,187,58,38,38,1.0
3630,4346,20,23,23,1.0
3631,3436,81,15,15,1.0
3632,4089,25,23,23,1.0
3633,1111,59,49,49,1.0
3634,5743,27,42,42,1.0
3635,4206,46,42,31,0.7381
3636,1771,54,39,39,1.0
3637,21,37,46,46,1.0
3638,789,3,22,14,0.6364
3639,6324,60,10,10,1.0
3640,7180,67,9,9,1.0
3641,6876,29,36,36,1.0
3642,2726,94,46,46,1.0
3643,6784,93,31,31,1.0
3644,8079,92,42,9,0.2143
3645,6205,100,44,44,1.0
3646,5755,4,21,21,1.0
3647,8947,69,6,6,1.0
3648,6150,29,9,9,1.0
3649,1662,7,1,1,1.0
3650,7856,99,37,37,1.0
3651,9471,52,45,45,1.0
3652,3696,78,3,3,1.0
3653,2665,57,5,5,1.0
3654,7394,67,36,36,1.0
3655,1208,98,6,6,1.0
3656,548,77,32,32,1.0
3657,4832,75,43,43,1.0
3658,329,81,20,14,0.7
3659,5222,73,49,26,0.5306
3660,4279,48,37,37,1.0
3661,1716,14,30,30,1.0
3662,1216,83,16,14,0.875
3663,5601,33,50,50,1.0
3664,2788,45,5,5,1.0
3665,6152,37,8,6,0.75
3666,2637,78,6,6,1.0
3667,1229,71,19,19,1.0
3668,8963,27,39,39,1.0
3669,1526,53,28,28,1.0
3670,5537,60,16,16,1.0
3671,9733,11,14,14,1.0
3672,7910,34,28,28,1.0
3673,508,50,2,2,1.0
3674,7067,62,37,37,1.0
3675,2704,34,35,35,1.0
3676,9951,73,40,40,1.0
3677,7114,5,46,46,1.0
3678,2574,56,7,7,1.0
3679,878,49,4,4,1.0
3680,1660,68,21,21,1.0
3681,5425,66,43,43,1.0
3682,3368,93,1,1,1.0
3683,3113,54,19,19,1.0
3684,6706,58,44,44,1.0
3685,9079,48,49,49,1.0
3686,8850,9,21,21,1.0
3687,4347,72,39,39,1.0
3688,4613,44,49,49,1.0
3689,4873,98,25,25,1.0
3690,3892,63,41,41,1.0
3691,1572,13,7,7,1.0
3692,814,11,40,40,1.0
3693,6438,55,42,42,1.0
3694,9368,39,29,29,1.0
3695,9006,46,42,39,0.9286
3696,8044,56,18,18,1.0
3697,2517,6,4,4,1.0
3698,894,45,2,0,0.0
3699,5912,86,46,46,1.0
3700,63,78,24,24,1.0
3701,7006,47,40,40,1.0
3702,1436,52,32,32,1.0
3703,4826,27,24,24,1.0
3704,9834,39,50,20,0.4
3705,7870,32,34,34,1.0
3706,3272,97,14,14,1.0
3707,1590,12,17,17,1.0
3708,422,65,44,25,0.5682
3709,3391,7,19,19,1.0
3710,2799,81,23,23,1.0
3711,4782,84,39,22,0.5641
3712,1343,57,48,48,1.0
3713,7759,27,18,18,1.0
3714,1893,76,11,3,0.2727
3715,5053,19,6,6,1.0
3716,6513,3,2,2,1.0
3717,7716,93,46,46,1.0
3718,8014,5,20,20,1.0
3719,4342,18,11,11,1.0
3720,1494,45,2,2,1.0
3721,8915,68,44,44,1.0
3722,6350,45,33,33,1.0
3723,3030,55,19,19,1.0
3724,6079,43,6,6,1.0
3725,6250,98,33,33,1.0
3726,6053,28,12,12,1.0
3727,3057,31,35,30,0.8571
3728,7304,99,41,41,1.0
3729,732,61,27,27,1.0
3730,4314,91,21,21,1.0
3731,7205,62,18,18,1.0
3732,7620,62,37,37,1.0
3733,4316,31,3,3,1.0
3734,3707,3,30,30,1.0
3735,4401,87,36,36,1.0
3736,9245,26,29,29,1.0
3737,1010,13,12,12,1.0
3738,2477,49,21,13,0.619
3739,1585,64,22,19,0.8636
3740,1405,89,3,3,1.0
3741,5633,72,46,46,1.0
3742,8872,62,24,24,1.0
3743,6783,14,20,20,1.0
3744,9663,76,8,8,1.0
3745,3728,21,22,22,1.0
3746,9071,54,8,8,1.0
3747,1000,14,39,39,1.0
3748,6343,48,4,4,1.0
3749,8562,37,37,37,1.0
3750,6859,71,14,14,1.0
3751,8774,62,30,30,1.0
3752,7780,87,24,24,1.0
3753,9384,20,29,29,1.0
3754,3861,2,49,49,1.0
3755,7804,14,30,30,1.0
3756,4897,19,1,1,1.0
3757,1294,34,29,29,1.0
3758,6469,86,38,38,1.0
3759,569,8,25,25,1.0
3760,8227,18,43,43,1.0
3761,9359,48,2,2,1.0
3762,8468,38,44,44,1.0
3763,9364,44,26,26,1.0
3764,2416,42,6,6,1.0
3765,1971,4,43,43,1.0
