snapshot_id,product_id,snapshot_date,quantity_start_of_day,quantity_received,quantity_shipped,backorder_quantity,in_transit_quantity
4552,93,2023-12-18,437,189,55,40,185
4553,35,2024-04-27,337,66,47,24,52
4554,39,2024-05-25,210,77,42,46,135
4555,94,2024-07-06,636,159,12,44,159
4556,36,2024-06-12,828,100,19,7,161
4557,86,2024-01-30,325,142,106,47,67
4558,10,2024-08-23,522,198,99,47,53
4559,43,2024-04-11,701,63,75,13,83
4560,16,2024-08-15,598,163,133,34,76
4561,55,2024-03-03,487,110,106,27,182
4562,17,2024-10-19,695,32,34,12,30
4563,7,2024-01-30,857,129,35,16,14
4564,61,2024-09-30,639,145,22,43,186
4565,93,2024-06-21,262,34,58,21,127
4566,7,2024-05-10,215,193,19,43,98
4567,49,2024-09-09,300,112,145,4,5
4568,11,2024-03-11,154,88,129,40,61
4569,56,2024-07-08,4,162,106,13,17
4570,20,2024-08-21,906,128,32,14,163
4571,13,2024-08-28,501,137,89,8,70
4572,63,2024-05-01,958,196,83,42,159
4573,61,2023-12-22,658,191,93,15,130
4574,78,2024-10-30,991,78,68,43,127
4575,3,2024-11-08,17,171,15,0,24
4576,67,2024-12-08,954,177,130,46,57
4577,49,2024-10-11,130,119,22,1,120
4578,64,2024-11-04,335,55,47,33,38
4579,57,2024-05-05,209,21,76,13,84
4580,10,2024-08-25,125,89,26,8,43
4581,42,2024-02-28,983,192,44,27,142
4582,100,2024-03-09,559,165,142,41,91
4583,2,2024-02-14,720,160,121,10,113
4584,82,2024-09-11,157,164,126,49,47
4585,43,2024-07-15,785,135,48,38,67
4586,10,2024-03-08,335,158,76,34,58
4587,22,2024-04-20,109,83,3,0,150
4588,37,2024-06-23,949,146,53,47,164
4589,97,2024-11-08,592,153,32,28,62
4590,72,2024-05-19,169,55,68,47,155
4591,15,2024-05-01,252,26,95,0,143
4592,48,2024-05-17,364,12,83,41,174
4593,100,2024-01-01,268,86,63,5,153
4594,80,2024-10-17,174,110,74,15,126
4595,48,2024-09-26,797,50,145,5,176
4596,62,2024-10-02,82,86,115,28,47
4597,14,2024-01-28,611,195,7,41,158
4598,94,2024-03-07,549,136,2,44,191
4599,58,2024-11-19,502,10,120,15,172
4600,32,2024-04-11,605,80,28,5,67
4601,8,2024-06-25,814,123,146,31,37
4602,82,2024-11-30,85,101,111,34,178
4603,24,2024-02-06,480,131,29,4,153
4604,30,2024-02-25,529,128,12,7,182
4605,57,2024-03-07,403,162,8,37,98
4606,76,2024-10-26,623,14,131,18,12
4607,49,2024-10-27,987,76,77,36,195
4608,54,2024-11-29,115,110,111,4,37
4609,59,2024-08-27,547,39,23,17,147
4610,45,2024-06-11,86,36,63,15,66
4611,9,2024-10-14,817,172,101,5,33
4612,85,2024-01-04,970,84,46,24,2
4613,91,2024-04-17,652,136,72,18,183
4614,54,2024-03-30,11,199,39,27,9
4615,39,2024-03-09,523,26,91,34,88
4616,8,2024-03-24,856,11,144,2,114
4617,84,2024-01-09,290,180,115,40,71
4618,94,2024-08-28,877,71,76,0,140
4619,27,2024-11-14,519,7,71,12,101
4620,70,2024-04-20,186,71,62,47,44
4621,7,2024-02-13,994,177,12,35,126
4622,20,2024-09-18,324,56,140,3,198
4623,82,2024-01-27,689,2,18,41,94
4624,67,2024-06-11,822,13,34,14,188
4625,3,2024-02-13,753,114,72,21,39
4626,19,2024-02-22,602,112,15,46,36
4627,21,2024-06-01,81,94,108,11,145
4628,79,2024-07-06,179,169,25,1,48
4629,29,2024-11-02,346,135,63,1,103
4630,40,2024-08-02,626,168,116,42,36
4631,85,2024-09-29,753,138,87,45,89
4632,38,2024-09-17,366,15,88,29,180
4633,89,2023-12-19,451,163,119,34,169
4634,46,2024-07-09,244,87,118,37,163
4635,99,2024-12-04,194,99,31,46,30
4636,93,2024-10-13,963,23,134,47,88
4637,19,2024-03-11,290,86,116,42,83
4638,19,2024-03-13,101,153,127,49,165
4639,56,2024-11-15,695,157,84,9,142
4640,68,2024-02-06,739,56,86,23,74
4641,17,2024-03-19,657,24,148,15,74
4642,9,2024-07-14,114,179,117,6,138
4643,10,2024-11-12,361,9,16,2,106
4644,74,2024-07-18,728,84,88,12,36
4645,63,2024-02-13,527,155,109,9,47
4646,69,2024-07-30,382,127,144,6,139
4647,25,2023-12-27,771,66,127,2,95
4648,54,2024-05-01,289,140,99,9,38
4649,60,2024-12-02,16,143,58,4,84
4650,30,2024-01-11,141,91,66,24,133
4651,67,2024-01-28,506,29,78,47,64
4652,19,2024-02-24,575,0,34,31,192
4653,62,2024-09-04,702,78,114,21,173
4654,9,2024-10-08,812,52,99,45,175
4655,37,2024-03-18,250,67,95,13,200
4656,2,2024-08-31,456,147,4,29,44
4657,87,2024-12-08,518,93,58,12,48
4658,49,2024-06-17,41,81,132,22,70
4659,15,2023-12-21,824,140,6,11,125
4660,30,2024-08-03,148,36,122,15,194
4661,27,2024-06-06,97,150,140,16,180
4662,59,2024-08-12,377,19,51,25,196
4663,92,2024-08-14,855,195,54,19,26
4664,46,2024-07-26,384,167,110,23,72
4665,100,2024-11-16,41,2,42,20,148
4666,81,2024-06-17,273,51,121,6,28
4667,73,2024-03-14,787,48,29,8,137
4668,35,2024-08-25,725,25,123,45,179
4669,3,2024-03-28,392,110,114,30,36
4670,77,2024-04-26,483,31,122,22,185
4671,79,2024-07-23,309,90,141,48,153
4672,83,2024-01-04,671,167,81,25,37
4673,51,2024-04-20,941,32,54,35,39
4674,20,2024-07-26,253,127,54,9,199
4675,51,2024-09-13,304,42,3,38,95
4676,26,2024-10-26,613,158,101,39,117
4677,24,2024-12-15,95,154,120,11,72
4678,21,2024-05-18,69,71,53,0,135
4679,66,2024-11-09,26,23,123,31,34
4680,66,2024-03-27,296,170,15,49,84
4681,92,2024-11-09,783,166,136,15,93
4682,52,2024-07-30,992,138,77,48,17
4683,42,2024-01-01,373,153,130,45,129
4684,7,2024-02-13,64,10,48,19,38
4685,90,2024-06-15,387,88,65,27,55
4686,74,2024-02-07,531,182,89,20,112
4687,35,2024-05-29,616,72,12,26,155
4688,62,2024-12-01,671,80,54,5,200
4689,86,2024-10-09,681,136,125,35,186
4690,64,2024-09-21,24,137,20,15,138
4691,12,2024-03-17,151,117,141,6,119
4692,45,2024-03-17,895,149,39,49,8
4693,55,2024-06-24,726,35,22,4,131
4694,81,2024-07-06,772,17,29,34,54
4695,39,2024-08-15,612,2,48,49,121
4696,89,2024-11-16,611,153,25,14,65
4697,3,2024-01-21,477,150,69,6,105
4698,32,2024-03-30,413,130,135,20,94
4699,3,2024-09-26,842,183,18,7,55
4700,4,2024-11-03,917,29,105,9,42
4701,19,2024-08-31,391,25,66,26,133
4702,50,2024-04-21,42,156,138,14,165
4703,72,2024-10-26,387,39,59,33,172
4704,71,2024-05-16,362,53,102,42,81
4705,88,2024-02-28,652,160,106,3,64
4706,38,2024-09-21,709,104,115,21,6
4707,19,2024-12-05,415,127,5,44,187
4708,4,2024-02-28,930,142,80,17,48
4709,11,2024-08-15,606,176,34,7,52
4710,37,2024-09-09,877,137,30,15,200
4711,87,2024-10-15,622,74,11,27,20
4712,94,2024-06-23,50,172,85,37,49
4713,23,2023-12-27,604,198,77,22,89
4714,44,2024-03-12,963,43,84,41,38
4715,68,2024-05-08,933,61,94,33,172
4716,25,2024-12-17,769,192,17,43,150
4717,97,2024-04-20,817,121,22,12,71
4718,65,2024-11-23,731,11,17,23,191
4719,94,2024-01-17,434,187,20,41,169
4720,45,2024-08-31,854,70,28,34,9
4721,36,2024-02-03,126,36,20,44,187
4722,47,2024-01-20,269,61,105,25,135
4723,45,2023-12-25,221,13,2,22,95
4724,59,2024-05-15,193,62,65,8,194
4725,80,2024-05-12,955,164,1,40,153
4726,27,2024-11-10,77,57,112,14,110
4727,60,2024-01-15,279,88,50,28,122
4728,70,2024-09-22,406,112,58,19,173
4729,54,2024-02-23,999,84,36,0,161
4730,15,2024-02-03,130,152,141,10,37
4731,50,2024-09-27,533,25,85,34,26
4732,78,2024-07-21,886,177,102,32,191
4733,75,2024-09-06,731,110,53,43,197
4734,38,2024-09-08,83,184,74,40,63
4735,44,2024-02-01,672,120,137,2,84
4736,59,2024-07-19,684,165,43,8,114
4737,12,2024-11-27,74,27,100,28,147
4738,86,2024-06-02,776,142,122,6,71
4739,70,2024-06-22,929,157,65,28,138
4740,88,2024-05-20,423,113,37,22,102
4741,37,2024-11-01,492,94,97,8,74
4742,52,2024-06-29,418,86,133,8,99
4743,18,2024-09-08,401,189,29,3,162
4744,71,2024-09-29,335,11,58,40,63
4745,97,2024-03-18,300,91,114,41,57
4746,94,2024-04-09,192,48,62,0,16
4747,97,2024-11-06,74,182,20,42,22
4748,26,2024-05-06,184,116,93,34,83
4749,56,2024-12-05,233,2,44,9,12
4750,63,2024-05-24,618,183,106,22,34
4751,82,2024-01-18,455,194,16,1,59
4752,56,2024-08-13,234,27,73,38,39
4753,98,2024-02-03,300,52,94,10,103
4754,86,2024-04-04,241,79,139,10,190
4755,22,2024-07-26,6,150,17,16,10
4756,68,2024-02-14,662,95,31,30,114
4757,34,2024-05-14,574,42,25,29,108
4758,6,2024-02-05,763,73,103,30,99
4759,25,2024-12-05,898,188,58,25,125
4760,22,2024-06-13,46,58,136,26,196
4761,77,2024-11-22,7,83,23,32,157
4762,89,2023-12-26,667,116,76,24,16
4763,100,2024-01-08,343,129,117,37,164
4764,49,2024-03-09,655,187,81,6,42
4765,20,2024-11-24,972,129,120,49,61
4766,57,2024-06-01,780,61,51,12,139
4767,93,2024-09-29,225,162,150,12,121
4768,30,2024-07-03,973,22,107,15,100
4769,25,2024-07-31,450,103,79,34,63
4770,12,2024-11-12,607,164,89,0,87
4771,17,2024-01-03,345,136,126,28,132
4772,8,2024-07-03,523,129,61,38,79
4773,39,2024-09-08,130,85,71,48,155
4774,73,2024-06-11,881,110,99,5,131
4775,37,2024-09-18,227,1,92,17,193
4776,74,2024-11-02,16,47,26,25,75
4777,53,2024-08-10,422,117,52,6,133
4778,4,2024-10-27,649,85,25,29,126
4779,53,2024-08-31,142,135,25,41,183
4780,5,2024-05-14,122,183,91,22,81
4781,100,2024-01-09,324,33,113,43,176
4782,74,2024-11-29,479,23,135,9,75
4783,56,2024-04-16,12,153,118,39,89
4784,17,2024-10-12,658,102,55,50,37
4785,88,2024-03-29,647,48,66,11,112
4786,66,2024-04-01,212,164,134,0,32
4787,52,2024-03-20,954,28,36,10,75
4788,42,2024-03-02,243,9,45,16,43
4789,66,2024-05-27,743,26,24,42,52
4790,57,2024-03-31,47,114,27,15,50
4791,8,2024-08-19,307,116,50,16,194
4792,94,2024-11-19,134,69,78,49,157
4793,66,2024-03-27,313,131,116,12,99
4794,30,2024-02-24,288,180,3,37,84
4795,35,2024-03-15,169,198,25,47,70
4796,71,2024-11-29,403,140,107,14,136
4797,30,2024-06-04,185,125,42,19,142
4798,42,2024-04-11,153,167,1,47,154
4799,79,2024-07-23,600,196,23,27,46
4800,57,2024-02-06,649,109,126,7,190
4801,33,2024-08-10,460,171,31,5,137
4802,48,2024-08-19,630,158,139,39,79
4803,83,2024-09-17,591,1,6,9,21
4804,91,2024-05-25,988,37,58,42,95
4805,23,2024-09-08,669,164,129,33,157
4806,20,2024-08-19,874,66,91,0,19
4807,67,2024-10-17,823,23,131,15,126
4808,52,2023-12-21,910,75,94,28,140
4809,23,2024-11-03,376,95,30,47,107
4810,7,2024-09-15,608,156,101,10,153
4811,35,2024-07-25,613,54,55,6,133
4812,68,2024-04-02,139,130,11,13,147
4813,14,2024-06-13,196,138,15,12,192
4814,91,2024-04-13,31,77,95,43,84
4815,61,2024-12-12,162,70,93,40,160
4816,34,2024-12-08,844,146,120,24,143
4817,92,2024-09-14,314,192,46,31,193
4818,75,2024-04-19,375,144,90,9,199
4819,35,2024-11-03,140,155,85,22,35
4820,58,2024-04-26,809,134,53,3,79
4821,90,2024-01-15,313,35,31,11,109
4822,57,2024-03-01,601,14,99,36,72
4823,34,2024-05-23,215,8,72,2,154
4824,48,2024-10-04,167,194,65,31,109
4825,16,2024-11-22,317,50,2,32,35
4826,88,2024-09-25,847,170,62,21,191
4827,64,2024-07-17,316,184,33,24,138
4828,90,2024-06-05,224,124,92,32,146
4829,77,2024-10-16,993,196,56,0,173
4830,64,2024-10-12,27,196,93,36,141
4831,79,2024-08-31,97,44,50,35,85
4832,83,2024-11-17,437,95,6,42,72
4833,37,2024-11-22,159,124,126,22,120
4834,39,2024-05-10,432,144,138,26,8
4835,87,2024-09-29,579,74,109,16,56
4836,81,2024-12-05,746,29,56,22,38
4837,84,2024-06-11,420,66,59,8,172
4838,58,2024-08-26,868,5,45,44,146
4839,76,2024-08-17,872,74,24,38,70
4840,77,2024-07-26,755,26,29,34,185
4841,59,2024-04-16,495,59,65,47,150
4842,22,2024-04-19,475,108,72,30,183
4843,82,2024-09-01,770,50,127,1,18
4844,36,2023-12-30,800,177,56,49,46
4845,57,2024-02-27,906,57,140,48,123
4846,38,2024-03-03,578,4,149,25,158
4847,63,2024-08-23,418,112,5,8,187
4848,96,2024-01-28,567,136,44,19,73
4849,64,2024-09-04,144,116,103,8,184
4850,28,2024-09-19,590,46,63,5,168
4851,18,2024-09-21,703,165,132,33,62
4852,41,2024-10-07,718,152,109,11,125
4853,62,2024-01-24,532,18,64,46,46
4854,31,2024-04-24,555,152,124,33,31
4855,48,2024-08-26,76,195,147,40,2
4856,64,2024-04-29,475,200,47,49,28
4857,56,2024-04-14,508,112,20,7,135
4858,57,2024-06-20,450,16,64,35,24
4859,74,2024-10-19,874,183,143,14,129
4860,26,2024-03-22,317,115,77,24,128
4861,25,2024-09-11,454,180,111,18,79
4862,36,2024-08-31,630,174,80,3,2
4863,71,2024-05-22,721,85,114,36,7
4864,60,2024-09-14,857,131,62,30,159
4865,25,2024-06-22,511,175,7,28,143
4866,81,2024-06-05,43,87,3,41,74
4867,41,2024-04-01,823,95,97,39,146
4868,79,2024-01-31,914,135,138,49,152
4869,79,2024-07-16,506,111,68,43,66
4870,33,2024-07-01,574,96,7,26,139
4871,89,2024-04-05,837,174,41,41,98
4872,54,2024-04-12,529,31,133,7,79
4873,31,2024-01-24,256,27,95,26,7
4874,23,2024-09-26,968,49,85,37,197
4875,30,2024-11-03,921,198,99,24,70
4876,41,2024-01-28,942,54,1,5,72
4877,83,2024-10-05,542,60,97,21,179
4878,94,2024-11-24,6,104,35,42,11
4879,90,2024-02-27,449,15,20,46,37
4880,7,2024-01-11,770,62,5,49,42
4881,19,2024-12-15,821,93,51,48,21
4882,41,2024-12-11,648,135,9,13,122
4883,25,2024-06-19,765,182,96,42,176
4884,38,2024-10-06,582,132,16,11,39
4885,49,2024-01-31,763,170,127,28,80
4886,9,2024-12-16,674,198,29,14,146
4887,48,2024-10-06,905,54,46,33,13
4888,4,2024-10-06,970,132,150,34,14
4889,59,2024-01-20,108,112,117,16,119
4890,84,2024-09-04,525,172,14,31,166
4891,69,2023-12-23,507,181,121,27,101
4892,83,2024-09-19,1,48,46,16,148
4893,10,2024-09-24,92,90,33,18,30
4894,93,2024-02-25,317,52,130,18,147
4895,28,2024-02-29,702,142,72,33,66
4896,39,2024-06-01,917,25,73,2,118
4897,71,2024-08-13,94,197,141,46,175
4898,80,2024-05-31,489,57,139,47,41
4899,86,2023-12-24,367,134,42,12,44
4900,48,2024-03-26,855,187,111,32,1
4901,10,2024-12-17,188,73,24,15,103
4902,32,2024-10-07,565,123,50,48,181
4903,47,2024-02-17,125,55,100,8,79
4904,85,2024-06-21,499,140,145,16,59
4905,19,2024-10-11,765,198,128,49,132
4906,42,2024-04-20,715,27,85,28,123
4907,12,2024-01-30,452,23,77,4,46
4908,15,2024-01-14,944,57,40,9,51
4909,56,2024-04-15,886,77,60,2,11
4910,5,2024-07-21,937,47,21,46,100
4911,81,2024-11-13,792,52,126,37,63
4912,92,2024-06-25,612,54,86,27,39
4913,71,2024-07-24,676,18,73,32,117
4914,46,2024-12-11,365,169,57,41,165
4915,85,2024-01-14,106,111,37,22,3
4916,9,2024-01-25,591,152,128,24,170
4917,22,2024-08-10,163,17,40,31,101
4918,8,2024-11-05,657,57,89,39,127
4919,27,2024-02-01,340,84,21,11,196
4920,48,2024-12-12,312,70,7,14,114
4921,50,2024-03-11,748,116,48,9,108
4922,90,2024-05-20,910,141,145,48,7
4923,9,2024-08-11,621,60,30,38,149
4924,21,2024-05-28,901,173,109,10,83
4925,31,2024-05-13,573,119,31,48,75
4926,95,2024-02-01,40,151,147,37,31
4927,1,2024-07-27,958,142,5,11,30
4928,47,2024-09-26,20,179,78,46,46
4929,42,2024-01-23,780,160,130,12,2
4930,10,2024-01-31,568,13,59,48,112
4931,2,2024-05-16,864,74,42,10,30
4932,42,2024-02-02,922,63,47,38,181
4933,38,2024-12-11,706,58,146,1,67
4934,67,2024-10-23,676,40,115,37,171
4935,75,2024-08-06,130,193,30,39,92
4936,94,2024-04-03,635,5,3,31,158
4937,57,2024-09-10,59,195,56,26,46
4938,41,2024-02-15,162,120,145,42,117
4939,24,2024-05-08,264,133,89,36,95
4940,90,2024-04-09,636,164,31,50,94
4941,15,2024-12-17,471,54,137,46,85
4942,33,2024-11-22,167,33,40,35,114
4943,99,2024-05-22,159,72,30,8,35
4944,10,2024-05-22,535,64,108,3,50
4945,99,2024-10-07,671,51,63,38,123
4946,84,2024-06-13,397,50,21,40,166
4947,99,2024-04-19,342,182,71,33,190
4948,14,2024-05-02,372,160,26,19,134
4949,94,2024-12-10,705,28,129,47,100
4950,20,2024-03-02,436,119,14,3,169
4951,98,2024-10-06,992,146,122,25,84
4952,13,2024-05-18,962,200,101,33,29
4953,21,2024-08-08,188,92,16,43,136
4954,81,2023-12-28,946,98,17,11,166
4955,17,2024-03-28,612,22,3,31,74
4956,52,2024-05-22,628,119,60,27,148
4957,48,2024-02-21,582,171,39,16,63
4958,27,2024-05-18,685,169,145,5,181
4959,6,2024-05-13,849,177,144,23,120
4960,88,2024-08-22,813,119,42,25,69
4961,48,2024-07-31,2,98,84,20,22
4962,87,2023-12-26,175,191,87,0,30
4963,14,2024-10-05,90,158,61,29,116
4964,62,2024-07-31,818,64,136,12,162
4965,79,2024-04-24,27,29,17,25,71
4966,30,2024-10-13,30,154,74,46,130
4967,11,2024-09-18,426,132,101,30,0
4968,21,2024-04-15,835,96,90,6,166
4969,52,2024-09-17,507,157,148,8,55
4970,13,2024-08-04,473,122,30,29,186
4971,33,2024-05-21,882,132,57,34,131
4972,88,2024-08-27,140,168,9,29,162
4973,42,2024-06-17,96,74,132,34,127
4974,89,2024-02-07,823,110,17,2,92
4975,41,2024-08-09,23,122,140,8,7
4976,10,2024-08-24,796,162,50,12,123
4977,45,2024-02-02,648,143,29,47,4
4978,52,2024-10-21,744,172,7,45,197
4979,42,2024-10-01,377,101,70,4,193
4980,80,2024-11-15,429,80,82,38,55
4981,29,2024-07-18,732,103,41,42,43
4982,34,2024-06-26,916,10,140,43,103
4983,78,2024-07-20,680,124,107,28,107
4984,47,2024-04-28,817,125,19,31,118
4985,86,2024-02-28,953,141,45,3,89
4986,6,2024-02-10,79,71,107,22,77
4987,95,2024-04-22,995,131,74,32,23
4988,94,2024-05-12,313,126,112,33,168
4989,72,2024-11-04,155,96,100,26,47
4990,38,2024-03-07,195,50,1,49,37
4991,6,2024-08-23,697,196,14,4,196
4992,68,2024-02-11,487,93,143,3,166
4993,74,2024-09-22,812,38,87,42,187
4994,28,2024-06-20,847,115,123,33,62
4995,44,2024-11-22,887,92,86,42,39
4996,66,2024-02-13,920,194,5,19,137
4997,67,2024-04-01,718,77,143,0,171
4998,12,2024-07-01,265,9,64,11,171
4999,6,2024-06-02,558,125,112,35,188
5000,11,2024-02-14,1000,181,128,46,92
5001,80,2023-12-29,662,127,58,39,104
5002,75,2024-06-03,302,132,139,22,113
5003,27,2024-04-10,247,7,19,28,162
5004,24,2024-04-11,939,39,111,16,65
5005,90,2024-03-04,863,176,128,16,58
5006,98,2024-10-25,989,159,58,44,122
5007,72,2024-01-19,137,10,142,22,85
5008,98,2024-10-15,936,146,67,49,46
5009,12,2024-01-05,688,52,138,13,8
5010,60,2024-02-28,280,58,148,6,147
5011,42,2024-03-11,5,139,147,18,28
5012,38,2024-03-03,435,153,129,11,139
5013,61,2024-04-03,26,48,17,10,71
5014,4,2024-11-03,791,70,5,37,2
5015,7,2024-01-16,224,137,99,47,6
5016,24,2024-08-07,907,71,137,5,136
5017,5,2024-11-18,412,36,130,36,16
5018,17,2024-11-24,796,54,60,8,127
5019,30,2024-01-27,344,194,142,47,134
5020,99,2024-11-20,882,180,122,42,175
5021,41,2024-02-24,693,165,0,3,22
5022,87,2024-08-12,563,28,102,5,80
5023,72,2024-04-29,204,131,146,22,142
5024,99,2024-02-25,771,110,124,10,156
5025,95,2024-07-27,557,189,75,2,68
5026,78,2024-01-17,166,142,140,39,1
5027,85,2024-05-20,67,90,125,47,19
5028,7,2024-03-10,693,19,104,9,130
5029,30,2024-11-17,86,161,1,3,107
5030,40,2024-09-23,699,59,67,22,6
5031,73,2024-05-22,27,115,141,0,120
5032,94,2024-02-04,461,85,137,33,94
5033,66,2024-03-04,202,37,59,5,174
5034,34,2024-04-26,732,100,63,32,198
5035,73,2024-12-12,279,147,67,46,142
5036,52,2024-09-04,392,96,1,47,29
5037,77,2024-10-07,132,140,141,8,105
5038,30,2024-07-15,445,10,60,18,145
5039,35,2023-12-19,754,46,145,44,180
5040,3,2024-11-11,860,96,102,33,74
5041,34,2024-07-03,481,114,150,14,18
5042,44,2024-03-14,893,18,25,21,97
5043,25,2024-06-09,364,97,21,39,15
5044,7,2024-10-12,423,44,81,23,156
5045,90,2024-02-15,154,52,88,15,65
5046,51,2024-06-24,15,200,117,44,134
5047,61,2024-03-01,879,95,51,5,181
5048,17,2024-10-27,613,185,56,26,70
5049,45,2024-11-22,778,184,71,37,116
5050,9,2024-09-01,922,28,19,6,119
5051,12,2024-09-23,73,74,123,24,34
5052,100,2024-12-04,610,51,7,10,21
5053,35,2024-02-02,759,107,106,42,6
5054,19,2024-10-06,95,168,65,16,3
5055,20,2024-03-14,915,71,30,2,32
5056,97,2024-02-03,365,128,106,45,114
5057,73,2024-01-05,869,1,48,1,56
5058,8,2024-02-06,425,172,98,26,19
5059,28,2024-07-30,383,156,3,23,131
5060,60,2024-07-29,653,31,7,11,157
5061,5,2024-09-23,684,144,112,15,93
5062,67,2024-08-04,319,145,19,36,73
5063,10,2024-06-26,210,139,149,11,137
5064,49,2024-02-21,274,106,72,22,137
5065,98,2024-08-03,331,50,144,0,6
5066,35,2024-06-12,15,34,127,25,49
5067,95,2024-09-22,231,136,139,3,31
5068,56,2024-07-28,341,3,65,6,116
5069,75,2024-05-29,394,98,141,13,118
5070,21,2024-07-19,604,68,52,4,80
5071,61,2024-09-18,14,134,109,14,113
5072,68,2024-09-27,292,15,32,47,148
5073,3,2024-05-04,915,22,103,22,148
5074,64,2024-01-06,994,45,18,3,136
5075,65,2024-10-03,779,69,7,45,46
5076,53,2024-05-05,870,160,18,44,171
5077,97,2024-12-16,625,127,48,25,137
5078,51,2024-05-14,256,72,15,44,95
5079,34,2024-05-28,469,83,116,34,174
5080,93,2024-07-16,132,96,4,46,87
5081,68,2024-10-02,585,71,65,15,134
5082,16,2024-04-26,778,112,46,23,72
5083,64,2023-12-28,628,26,132,26,180
5084,61,2024-09-28,694,29,35,8,152
5085,18,2024-04-26,188,188,68,7,65
5086,47,2024-07-22,765,196,75,44,70
5087,99,2024-09-11,463,171,48,41,30
5088,90,2024-06-06,715,118,76,42,14
5089,4,2024-10-18,299,113,38,1,41
5090,37,2024-12-12,762,29,132,35,125
5091,66,2024-07-18,513,155,106,0,135
5092,94,2024-11-12,882,43,65,25,197
5093,50,2024-05-20,480,143,28,31,96
5094,50,2024-03-20,529,2,10,50,40
5095,54,2024-12-09,197,168,75,32,64
5096,50,2024-12-11,846,126,148,37,4
5097,47,2024-10-22,236,49,83,33,115
5098,33,2024-10-01,320,187,107,47,194
5099,60,2024-10-04,87,155,124,20,166
5100,17,2024-03-29,950,184,141,31,77
5101,86,2024-10-17,124,106,50,0,165
5102,61,2024-03-03,575,9,97,14,18
5103,46,2024-11-25,736,190,50,19,168
5104,18,2024-10-09,333,32,125,13,99
5105,60,2024-06-16,879,104,82,25,13
5106,64,2024-08-02,303,110,135,8,3
5107,87,2024-04-02,842,189,108,34,75
5108,28,2024-05-07,837,42,109,16,79
5109,32,2024-10-02,392,72,2,13,46
5110,35,2024-01-20,821,99,123,44,169
5111,44,2024-01-26,908,93,101,30,39
5112,17,2024-03-25,99,53,123,14,55
5113,41,2024-05-08,821,178,98,1,12
5114,31,2024-02-05,826,153,103,20,71
5115,44,2024-09-16,296,51,104,42,73
5116,54,2024-10-16,405,196,110,23,87
5117,42,2024-10-02,58,107,6,50,153
5118,45,2024-02-08,12,87,74,50,77
5119,67,2024-09-20,296,147,124,34,138
5120,41,2024-05-20,118,113,41,15,97
5121,51,2024-01-10,114,45,79,43,100
5122,90,2023-12-26,389,13,37,34,20
5123,55,2024-08-26,212,124,142,31,138
5124,51,2024-02-04,963,189,25,21,181
5125,79,2024-01-21,681,79,147,6,85
5126,50,2024-04-16,415,172,95,32,140
5127,80,2024-01-21,565,178,60,40,128
5128,77,2024-06-25,27,178,4,34,25
5129,86,2024-02-15,560,10,106,32,5
5130,42,2024-06-21,482,98,132,15,186
5131,27,2024-02-05,822,191,60,19,76
5132,74,2024-06-01,422,152,92,36,129
5133,2,2024-05-19,692,107,12,26,131
5134,85,2024-10-09,649,87,12,3,199
5135,33,2024-05-22,92,173,94,25,174
5136,32,2024-06-07,298,35,128,19,5
5137,7,2024-03-06,823,84,35,49,93
5138,47,2024-08-06,632,121,41,3,82
5139,63,2024-03-22,301,199,145,20,187
5140,71,2024-03-11,647,165,11,29,74
5141,59,2023-12-29,704,136,89,31,115
5142,27,2024-12-14,40,102,132,4,198
5143,2,2024-03-14,626,107,88,48,36
5144,2,2024-09-18,404,191,3,3,142
5145,14,2024-08-20,151,110,40,19,5
5146,13,2024-10-30,999,84,97,9,197
5147,22,2024-03-06,222,129,75,45,97
5148,48,2024-06-20,941,121,54,11,68
5149,96,2024-04-02,962,90,130,35,36
5150,29,2024-12-14,951,172,67,32,13
5151,5,2024-02-04,355,170,128,9,165
5152,13,2024-03-22,253,27,115,40,129
5153,74,2024-03-05,447,193,13,40,137
5154,70,2024-04-02,587,107,3,12,145
5155,79,2024-02-28,854,20,101,39,176
5156,49,2024-04-06,3,137,65,6,94
5157,93,2024-09-07,28,98,97,20,182
5158,71,2024-02-18,177,25,114,7,84
5159,79,2024-04-12,905,194,71,39,125
5160,4,2024-10-29,869,38,46,6,53
5161,58,2024-03-01,310,41,28,35,157
5162,23,2024-07-16,811,62,139,20,193
5163,86,2024-05-20,209,147,89,18,133
5164,60,2024-01-11,157,31,119,4,156
5165,48,2024-03-24,349,2,84,19,99
5166,37,2024-08-04,838,47,15,12,47
5167,12,2024-05-30,377,104,108,29,78
5168,87,2024-03-22,871,126,14,38,168
5169,38,2024-06-11,743,74,96,24,47
5170,28,2024-06-26,512,162,51,11,150
5171,83,2024-09-20,742,27,51,18,63
5172,97,2024-10-28,904,27,47,32,43
5173,66,2024-09-29,30,39,17,9,3
5174,12,2024-06-03,58,103,132,42,0
5175,45,2024-07-16,90,13,7,11,30
5176,69,2024-03-10,829,33,143,27,157
5177,2,2024-11-04,9,166,121,2,42
5178,39,2024-04-06,213,70,31,24,26
5179,52,2024-06-04,614,160,150,15,189
5180,24,2024-06-28,879,45,20,25,177
5181,65,2024-08-18,485,153,93,26,136
5182,44,2024-10-13,509,77,58,47,153
5183,60,2024-11-27,184,149,108,31,128
5184,30,2024-09-25,747,109,142,17,141
